,AC135068.3,AC135068.9,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1OR15-1,IGHV1OR15-9,IGHV1OR21-1,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV2OR16-5,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-20,IGHV3-21,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-38,IGHV3-43,IGHV3-48,IGHV3-49,IGHV3-53,IGHV3-64,IGHV3-64D,IGHV3-66,IGHV3-7,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3OR15-7,IGHV3OR16-10,IGHV3OR16-12,IGHV3OR16-13,IGHV3OR16-8,IGHV3OR16-9,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-59,IGHV4-61,IGHV4OR15-8,IGHV5-10-1,IGHV5-51,IGHV6-1,IGHV7-4-1,IGHV7-81,IGHV8-51-1,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV1OR2-108,IGKV2-24,IGKV2-28,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV3OR2-268,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV3-32,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,TRAC,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ61,TRAJ7,TRAJ9,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-6,TRAV8-7,TRAV9-1,TRAV9-2,TRBC1,TRBC2,TRBD1,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-3,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV17,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV20OR9-2,TRBV23-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV30,TRBV4-1,TRBV4-2,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-6,TRBV7-7,TRBV7-9,TRBV9,TRDC,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9
18BR004,0,0,109,11,0,3,0,2,0,0,0,0,0,0,0,7,5,14,0,0,10,2,8,0,0,6,27,16,1,0,0,3,6,3,2,0,1,1,7,1,1,4,0,0,0,0,0,0,1,1,1,9,5,4,0,0,0,3,0,4,0,0,0,3,4,0,0,0,0,74,3,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,1,0,14,8,148,1,0,0,1,0,0,19,0,2,0,0,0,15,11,3,0,1,0,0,18,26,0,10,0,4,33,0,0,0,9,1,0,7,0,0,0,0,0,0,0,0,0,3,4,1,1,4,2,886,1,1,0,1,3,0,2,0,2,1,1,1,0,1,0,1,0,1,4,1,0,4,1,1,10,2,0,15,0,3,0,1,4,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,2,0,0,2,1,1,0,1,1,1,1,2,2,0,2,1,0,6,1,0,1,0,1,2,0,0,0,0,0,1,1,3,0,0,0,1,0,0,2,1,0,1,0,0,1,45,71,1,1,1,0,0,1,3,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,3,6,0,2,0,1,3,5,0,1,1,0,0,0,2,0,1,0,0,0,0,2,2,0,1,0,4,1,7,0,0,0,0,0,0,0,0,1,1,2,10,0,0,0,0,0,0,1,0,3,7,0,2,0,2
11BR020,9,0,3054,428,657,2074,20,866,111,394,163,1361,0,3,0,243,601,326,195,1,1812,124,1366,1,25,2746,2622,777,2211,0,10,218,3873,671,405,19,688,4,1764,246,1142,878,4,0,0,34,3,0,12,1,648,1132,1419,1834,212,1,646,1045,388,1,0,0,537,243,641,222,14,0,76,3222,254,1698,614,92,6,602,6,9,0,51,1,0,7,4,528,9,382,0,21,0,11,94,3,39,2186,1217,5386,2,78,20,218,0,7,6522,53,91,16,1,154,1737,1031,2089,3,8,173,0,1299,3501,189,2897,0,460,4918,423,30,9,782,3476,4,2194,196,0,96,18,179,380,11,167,8,1,490,204,139,497,94,1061,1,1,0,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,2,1,0,0,2,0,0,0,4,7,4,12,57,26,26,12,9,3,12,3,24,9,2,12,9,16,2,7,12,5,6,22,6,4,1,7,3,18,7,24,1,10,12,5,0,4,18,12,7,17,0,0,21,538,1071,8,2,5,5,8,11,13,2,1,3,4,0,2,4,7,0,0,12,2,3,11,10,4,4,8,6,0,0,12,31,26,47,0,6,5,4,46,57,34,24,0,5,7,40,0,30,19,14,1,14,4,5,20,16,1,1,0,44,5,2,6,2,30,19,98,0,0,0,4,0,0,0,24,14,6,58,75,0,0,2,0,1,5,31,0,6,16,25,11,6,11
18BR017,2,0,666,537,700,130,2,212,13,126,118,242,0,4,0,84,1410,210,13,0,358,13,399,2,0,272,669,605,400,2,0,13,517,139,340,1,1364,30,483,52,13,86,2,0,0,11,1,0,28,237,177,7,243,197,76,0,584,354,75,0,1,0,409,88,302,231,6,0,77,1114,561,31,77,103,2,10,1,7,0,108,0,5,7,6,27,19,138,3,8,0,37,52,5,46,1172,901,1541,1,23,29,114,1,55,965,33,22,8,0,84,2243,222,1038,3,1,14,0,429,852,30,387,0,139,755,43,1,9,582,1189,0,450,477,0,142,0,5,695,16,22,1,0,1484,46,94,28,400,513,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,1,5,9,7,21,7,2,3,12,8,10,8,3,7,1,8,1,2,5,3,10,11,4,24,3,4,5,9,2,7,0,3,2,4,1,6,11,8,9,7,0,0,11,250,434,2,0,2,6,4,4,11,0,2,1,1,0,0,2,4,0,0,6,1,0,3,4,1,9,1,6,0,0,5,17,7,16,4,5,0,5,16,3,19,7,3,4,3,25,0,1,1,6,0,9,5,0,8,5,1,1,0,17,5,0,3,1,7,13,17,0,0,0,0,0,0,0,1,1,0,681,81,0,0,0,0,7,3,13,0,6,4,4,3,2,26
20BR008,1,0,44,46,13,36,0,50,0,9,22,16,0,0,0,1,18,0,6,0,7,0,18,0,5,94,68,825,63,0,0,5,65,57,12,1,3,17,152,1,1,13,1,0,0,1,1,0,1,5,2,19,41,94,3,0,0,8,2,0,0,0,32,23,23,133,2,0,14,348,15,4,120,6,7,9,2,2,0,13,0,6,0,1,3,1,32,0,1,0,3,80,0,0,93,213,189,0,3,8,11,0,67,747,5,3,1,0,0,64,661,31,1,0,0,0,140,150,5,249,0,19,18,18,0,0,29,126,0,10,8,0,2,0,2,0,0,3,0,3,20,6,6,3,2,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,2,6,13,4,1,4,13,6,0,0,1,1,2,0,1,1,0,0,0,1,0,1,4,0,2,0,4,0,1,2,3,0,1,3,2,2,1,0,0,1,37,58,0,0,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,1,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,4,2,0,2,0,1,2,9,0,0,0,0,0,0,1,0,2,0,5,5,0,0,0,0,1,1,0,0,3,1,1,1,4,1
11BR019,11,0,2936,6133,1069,15,7,1462,83,523,3,820,2,3,0,413,2710,371,11,0,4075,196,2335,3,47,2539,6919,4106,3014,1,2,2410,1956,2327,1294,26,6,278,1985,272,1202,2472,6,0,1,156,5,6,96,189,5836,6683,25,1503,378,5,4,1532,1218,4,3,0,7059,3206,1237,3537,72,0,173,20475,684,29,2333,199,325,43,21,62,1,171,3,5,78,15,210,81,1596,2,8,1,70,7,16,155,14679,4793,33143,5,259,230,381,19,18,17466,535,225,21,0,827,5194,4028,4428,2,31,2104,0,1824,18577,411,6339,3,2820,3991,2191,17,15,6230,4270,3,3363,2535,1,1099,10,58,8156,179,76,2,0,1282,904,278,833,75,908,2,1,1,1,0,1,1,2,1,0,2,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,1,0,0,3,0,1,0,0,1,0,1,0,0,1,4,8,5,15,22,22,23,18,6,9,18,11,20,13,18,10,6,5,2,12,6,5,3,7,14,5,4,8,3,11,2,15,1,4,9,7,0,8,15,20,10,22,0,0,21,440,944,7,0,5,6,10,5,10,5,0,4,4,1,2,2,3,0,6,15,1,0,5,2,1,6,6,6,4,1,12,28,14,52,1,3,7,4,29,53,32,13,8,7,20,36,0,20,4,17,0,9,23,2,20,7,0,0,0,89,8,3,8,4,35,17,32,0,0,0,0,0,1,0,17,2,1,24,55,0,0,0,0,0,4,8,0,20,14,4,4,11,5
11BR047,3,0,160,15,51,198,2,89,14,25,0,12,0,0,0,12,66,42,3,0,68,17,204,0,12,107,363,116,43,0,0,10,172,83,36,25,1,20,247,83,53,155,1,0,0,4,0,0,11,6,58,183,52,150,47,0,0,51,54,95,0,0,90,124,24,94,3,0,8,444,94,6,97,10,29,9,26,3,0,8,2,5,3,5,89,3,121,0,6,1,3,34,1,15,351,163,436,0,8,6,23,0,0,578,4,9,3,0,4,391,270,162,0,0,0,0,290,705,39,293,1,78,291,50,0,3,243,247,0,414,43,0,141,3,0,112,0,34,2,0,52,100,162,218,13,290,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,4,8,1,4,2,3,0,2,3,4,2,1,2,2,0,2,3,2,3,0,6,3,1,1,0,1,7,3,10,0,1,2,5,1,0,5,5,1,3,0,0,4,125,205,3,1,0,4,2,3,4,0,0,0,2,0,0,0,2,0,0,4,0,0,2,0,0,2,3,0,0,0,2,8,3,3,0,5,1,0,3,11,7,5,2,1,3,6,1,2,0,3,0,2,1,0,2,1,0,0,0,4,8,2,2,0,1,3,14,0,0,0,2,0,0,0,2,0,2,32,29,0,0,0,0,0,0,2,0,6,1,8,2,1,2
11BR051,0,0,122,80,15,76,0,148,29,74,15,64,0,0,0,0,71,19,6,0,118,63,91,0,22,95,627,199,120,1,0,0,166,40,27,3,2,0,166,23,98,94,2,0,0,2,1,0,8,21,98,4,130,136,50,0,0,187,25,0,1,0,24,211,78,14,6,0,20,329,35,4,118,1,30,11,11,3,0,2,0,0,1,0,47,3,54,0,1,0,4,0,4,7,302,165,302,2,4,3,12,0,0,446,2,2,0,0,4,98,125,102,0,0,9,0,51,276,5,237,0,64,343,37,0,2,102,27,0,87,65,0,2,1,0,9,0,7,1,1,66,7,13,33,18,285,0,4,0,0,2,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,1,1,0,0,1,2,2,3,2,3,5,3,3,4,6,0,6,4,3,2,1,2,1,3,2,3,0,1,5,0,0,1,0,7,2,4,0,1,2,1,0,0,4,1,1,6,0,0,12,133,350,2,0,4,2,1,5,3,2,0,0,0,0,1,0,4,0,5,2,1,0,2,3,0,1,2,1,0,0,3,2,8,14,0,4,3,1,4,15,6,7,7,1,5,12,1,5,1,7,0,3,5,1,5,3,0,0,0,55,22,1,5,1,18,3,15,0,0,0,0,0,1,0,2,2,0,373,39,7,0,2,0,4,1,3,0,1,11,10,10,4,19
11BR027,0,0,467,109,116,332,0,794,14,26,0,362,0,0,0,34,62,51,3,0,84,46,311,0,3,320,500,177,337,0,0,43,82,87,66,2,229,1,230,18,35,176,0,0,0,3,2,10,10,12,255,630,142,153,119,2,263,319,106,3,0,0,330,217,96,137,34,0,67,1382,113,33,147,17,18,6,16,23,0,63,0,1,4,4,36,3,110,0,7,0,6,72,5,15,1122,554,1779,1,20,22,60,0,5,2300,23,27,11,0,13,941,299,249,5,1,81,0,234,657,37,837,0,150,475,188,0,3,774,112,0,528,200,0,92,0,42,540,7,25,2,2,384,87,91,65,27,511,1,1,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,1,0,1,1,0,0,1,0,2,0,2,0,0,0,1,0,0,2,0,0,2,0,7,8,2,8,5,3,3,6,8,14,2,8,1,2,8,7,1,9,4,0,2,4,6,1,1,2,2,3,4,1,9,0,1,4,0,0,2,1,5,4,3,0,0,8,178,362,1,0,0,3,4,1,3,4,0,0,4,0,0,0,4,2,2,6,0,3,0,0,0,2,7,4,0,0,6,16,3,23,0,2,4,2,16,17,16,15,3,9,7,12,0,3,0,0,0,7,4,0,6,2,0,0,0,11,8,0,2,1,20,4,215,0,0,0,0,8,1,0,0,7,0,65,30,0,0,0,0,1,3,12,0,6,7,11,6,3,7
20BR002,0,0,74,15,50,1,0,10,0,5,0,15,0,0,0,0,39,3,0,0,48,2,92,0,1,17,89,61,62,0,0,4,11,12,9,3,0,10,33,3,10,52,0,1,0,2,0,0,2,5,16,56,0,6,9,0,0,15,13,0,0,0,11,11,45,15,2,0,27,214,22,0,134,0,1,1,0,1,0,23,0,2,1,0,10,2,39,0,0,0,6,8,3,1,106,58,98,0,5,4,2,0,0,235,0,1,1,0,8,328,55,39,1,0,38,0,14,95,1,58,0,55,46,13,0,0,22,68,0,106,1,0,10,0,22,71,2,5,0,0,12,5,14,27,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,3,1,0,0,0,0,3,0,1,0,0,0,0,1,1,3,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,3,1,0,0,2,26,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,1,5,0,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,3,1,2,4,1,3,4,0
01BR031,0,0,173,307,53,7,0,110,1,190,178,230,0,0,0,31,82,56,80,0,62,0,402,0,84,273,279,227,133,0,2,42,432,29,78,19,0,27,117,1,40,68,3,0,0,1,1,2,2,9,118,369,2,174,5,0,0,137,55,0,0,0,100,72,43,189,10,0,8,1928,193,9,52,9,30,6,30,10,0,8,1,11,3,1,0,6,73,0,1,0,6,28,3,27,364,380,730,1,10,7,292,0,0,881,7,40,60,0,134,756,91,359,0,0,8,0,211,710,10,306,0,87,987,233,4,1,170,770,0,455,40,0,215,2,31,50,4,5,1,2,252,19,156,18,33,260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,6,4,1,3,2,12,1,5,0,1,4,0,3,0,2,7,6,2,5,1,0,0,0,2,3,3,3,0,3,4,3,0,5,8,3,1,3,0,0,7,153,88,3,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,2,8,4,15,0,0,3,0,16,6,1,1,1,6,25,5,0,1,0,1,0,6,1,0,4,2,0,0,0,5,2,0,0,0,7,2,22,0,0,0,1,0,0,0,1,0,0,7,18,0,1,1,0,0,1,1,0,3,4,3,0,1,6
11BR043,1,0,886,291,66,561,4,848,10,421,90,333,0,1,0,41,298,186,146,1,499,20,851,0,70,601,1687,1259,310,0,1,58,193,195,179,4,371,47,930,26,25,634,1,1,0,7,3,0,17,138,409,524,2174,441,133,0,460,1289,121,0,0,0,131,769,414,119,16,0,31,2907,148,18,403,18,24,22,1,6,0,29,0,1,9,5,264,28,266,4,19,2,14,43,3,337,2058,862,3376,12,15,23,310,0,8,2875,13,41,13,0,13,3362,1024,725,3,2,185,1,1538,1914,109,1371,0,385,1256,609,4,10,1806,2482,0,598,129,0,434,2,2,274,2,44,6,2,286,150,255,4097,67,1892,1,3,1,2,3,1,4,0,1,2,3,2,0,0,1,1,0,1,1,0,1,4,0,0,2,0,5,0,1,2,0,1,1,1,1,2,1,0,2,1,0,1,1,2,0,0,0,1,0,1,0,0,4,0,0,1,5,10,10,15,63,36,33,23,12,6,16,6,42,18,25,16,14,11,8,5,23,9,21,18,25,5,6,9,11,18,6,44,4,11,23,12,0,6,15,15,23,61,0,0,29,649,1749,8,2,2,6,4,7,11,9,6,2,6,1,2,6,8,0,7,13,2,3,20,7,1,14,8,34,0,0,19,60,29,67,5,5,21,3,37,109,39,23,9,30,28,70,1,22,3,12,1,34,17,0,12,8,0,2,0,58,20,5,13,3,55,33,66,0,0,0,3,1,0,0,12,9,0,33,165,0,0,0,0,1,4,19,0,15,17,17,11,9,12
03BR013,0,0,45,53,5,30,0,25,3,2,0,58,0,0,0,3,51,12,0,0,77,5,52,0,8,74,169,231,32,1,0,30,66,38,9,0,0,9,191,19,10,33,0,0,0,1,2,0,6,88,30,72,26,26,29,0,0,61,8,24,0,0,23,68,21,48,1,0,9,252,90,33,46,8,12,29,2,1,0,8,0,2,3,4,92,2,60,0,2,0,1,10,1,3,305,132,438,1,9,34,33,0,1,251,1,14,4,0,34,277,269,118,2,0,3,0,84,488,6,106,0,96,430,57,5,1,220,288,0,83,3,0,47,2,31,39,0,10,0,1,62,15,89,50,2,871,2,2,3,0,0,1,0,2,1,1,3,0,0,1,0,0,0,1,1,1,2,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,5,20,20,13,25,17,12,8,16,0,9,4,8,11,9,4,8,6,13,1,12,15,4,0,2,9,3,9,7,9,1,7,5,2,0,3,6,13,10,14,0,0,10,407,738,2,1,4,8,5,5,6,0,0,2,2,2,1,0,4,0,11,7,1,3,11,5,1,3,3,2,1,0,11,31,30,29,0,5,6,1,22,21,19,10,3,7,16,25,0,17,9,4,0,4,11,1,7,8,0,0,1,39,3,2,7,4,22,17,44,0,0,0,0,1,0,0,5,4,1,22,41,0,0,1,0,1,2,11,0,6,10,6,3,3,13
11BR004,2,0,3300,1679,1146,1419,8,503,188,167,0,139,0,1,0,601,491,0,9,0,345,164,4839,1,142,5294,3425,716,916,4,3,578,7191,610,232,643,1322,192,1487,324,180,2064,7,0,1,52,5,0,34,30,442,4176,13,3122,1263,2,2243,1873,1346,898,0,0,327,249,1258,240,31,1,21,5042,366,22,600,21,106,24,46,18,1,28,2,350,15,7,864,46,610,0,46,2,24,135,19,10,7719,1025,7141,9,454,20,132,5,5,9834,42,1111,578,2,63,3259,1767,3280,2,5,372,2,880,2759,90,1921,1,1017,5264,1343,0,12,6399,1965,514,6247,88,0,76,8,435,2050,18,111,7,2,2073,143,299,1295,666,981,2,1,2,3,0,1,1,0,4,0,1,1,0,2,0,1,0,0,1,1,0,5,0,0,5,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,16,11,8,29,29,18,21,12,25,17,20,8,20,8,18,11,13,9,2,9,15,1,10,21,17,1,3,7,3,12,1,17,3,6,9,3,0,5,23,6,3,12,0,0,21,508,940,10,3,4,6,8,6,14,3,2,2,6,0,1,2,5,5,5,14,2,2,9,17,3,5,5,4,3,0,13,36,16,59,10,5,4,16,30,60,50,13,11,14,26,42,0,21,6,15,0,13,11,2,20,11,0,0,0,30,18,1,11,1,32,26,204,0,0,1,3,0,2,1,52,18,3,370,175,0,0,3,0,6,1,20,0,18,28,27,26,13,22
01BR030,6,30,35635,5755,122,14263,14,1144,26,3332,688,328,19,4,5,66,97214,116,42,0,3618,53,759,0,61,1186,1646,5620,10925,2,1,33,666,687,207,161,62,426,8936,2959,81,125,2,1,0,8,5,4,55,56,274,311,4823,745,266,4,84,6510,225,1093,2,0,2840,297,1105,420,41,0,215,17436,13363,18,700,27,12,25,0,29,0,298,2,52,15,11,3551,37,218,0,29,0,31,71,5,31,30936,13257,49069,5,81,76,180,6,48,140274,12,114,10,0,2,821,4485,561,0,6,214,0,954,6391,4598,667,0,35,1581,427,233,32,3058,116283,0,9359,165,0,73,8,68,153,2,205,18,3,19774,28,361,545,58,1469,11,1,0,4,1,2,1,1,0,0,2,2,2,1,0,1,0,1,0,1,0,2,0,3,1,0,2,0,0,1,2,3,4,0,0,0,1,0,1,0,1,0,2,3,1,0,1,0,0,0,0,0,4,0,3,1,18,18,10,34,25,23,35,23,14,9,18,3,54,8,7,21,13,8,10,9,17,5,10,24,18,9,1,4,13,13,6,28,0,9,23,7,0,15,19,24,23,25,0,0,19,833,1098,17,3,9,15,15,19,20,6,6,2,8,2,2,4,13,6,3,12,1,4,8,31,7,10,3,1,2,0,11,41,16,65,0,18,23,3,79,107,35,17,18,31,15,37,0,9,9,20,0,10,26,2,20,18,1,0,0,47,12,2,6,3,58,25,64,0,0,0,1,1,1,0,11,5,1,228,117,1,1,3,0,3,9,25,0,24,16,13,6,19,27
15BR003,0,0,323,226,21,104,3,105,35,927,0,183,0,0,0,43,115,77,6,0,181,92,417,1,25,194,1345,528,147,0,1,180,217,118,84,9,48,75,399,90,79,195,4,1,0,1,2,0,8,101,127,439,89,214,111,1,152,421,53,0,1,0,193,141,157,1774,27,0,42,1191,113,78,616,12,143,23,37,18,2,86,0,3,4,27,83,163,2201,0,10,0,120,100,130,17,789,736,2039,0,30,60,115,1,2,1436,3,36,4,0,50,464,594,634,1,7,159,1,431,1377,100,393,2,276,805,134,2,6,364,1370,0,748,56,0,138,2,91,317,2,56,0,2,140,81,237,4,35,1170,7,2,0,1,2,0,0,0,3,1,5,0,0,0,1,2,0,0,0,1,0,5,0,1,15,0,1,0,0,1,1,7,4,2,0,0,1,0,1,1,0,0,0,3,0,1,0,0,2,0,0,0,6,0,2,1,3,8,5,5,10,16,29,7,4,7,16,5,14,3,5,10,9,15,10,8,9,1,7,30,5,2,3,2,4,12,2,17,0,3,5,3,0,10,14,10,11,8,0,1,8,456,560,11,3,6,15,12,20,21,0,1,2,3,0,0,0,8,2,4,11,0,0,3,8,5,5,7,3,9,0,7,14,12,34,0,14,9,2,37,37,31,10,11,9,16,21,0,7,6,18,1,2,21,1,15,7,1,0,0,39,1,0,6,2,43,4,14,0,0,0,0,0,0,0,3,6,0,37,55,1,0,0,1,1,8,26,0,11,9,7,11,8,4
01BR017,2,0,3503,454,339,3654,4,307,21,593,0,69,0,3,0,216,2799,226,4,0,741,245,4978,0,138,1208,3883,1786,652,2,0,250,1007,568,98,691,3,95,2283,229,577,325,7,0,0,35,1,1,21,158,341,1714,896,1867,69,0,1,2527,126,3603,4,0,344,431,966,1574,70,2,72,9594,343,38,1055,52,64,23,4,46,1,59,0,0,19,7,577,38,235,1,7,0,21,491,9,73,1778,2540,9688,2,139,45,139,0,13,23506,179,2649,617,2,86,1420,3849,1715,0,13,70,3,837,3579,136,3986,5,420,6886,1680,1,11,2248,1688,0,3078,91,0,78,85,149,368,84,84,6,1,3006,155,434,1652,22,887,1,3,0,1,0,3,0,3,1,1,0,2,2,2,1,0,1,1,0,1,1,1,0,2,0,0,2,2,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,2,13,3,20,20,18,20,6,19,7,18,0,15,7,5,12,5,9,6,5,9,1,6,12,21,4,0,4,3,3,3,12,0,5,7,4,0,4,6,19,8,13,0,0,16,477,526,6,6,1,6,3,4,17,3,0,1,4,0,0,3,6,0,3,11,1,1,6,6,2,7,3,1,1,0,12,15,14,28,0,4,7,10,14,32,38,6,5,12,12,25,1,9,1,9,0,3,8,2,19,9,0,0,0,26,9,3,9,3,19,31,70,0,0,0,0,1,1,1,14,18,1,29,84,0,1,0,0,0,2,16,0,16,14,16,4,11,21
